"Notes"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"2011"	"2011"	"Contact with other and unspecified heat and hot substances"	"X19"	7	311591917	Unreliable
	"2011"	"2011"	"Contact with venomous snakes and lizards"	"X20"	9	311591917	Unreliable
	"2011"	"2011"	"Contact with venomous spiders"	"X21"	3	311591917	Unreliable
	"2011"	"2011"	"Contact with hornets, wasps and bees"	"X23"	71	311591917	0.0
	"2011"	"2011"	"Contact with other specified venomous arthropods"	"X25"	8	311591917	Unreliable
	"2011"	"2011"	"Contact with unspecified venomous animal or plant"	"X29"	3	311591917	Unreliable
	"2011"	"2011"	"Exposure to excessive natural heat"	"X30"	587	311591917	0.2
	"2011"	"2011"	"Exposure to excessive natural cold"	"X31"	672	311591917	0.2
	"2011"	"2011"	"Victim of lightning"	"X33"	24	311591917	0.0
	"2011"	"2011"	"Victim of avalanche, landslide and other earth movements"	"X36"	22	311591917	0.0
	"2011"	"2011"	"Victim of cataclysmic storm"	"X37"	584	311591917	0.2
	"2011"	"2011"	"Victim of flood"	"X38"	25	311591917	0.0
	"2011"	"2011"	"Exposure to other and unspecified forces of nature"	"X39"	30	311591917	0.0
	"2011"	"2011"	"Overexertion and strenuous or repetitive movements"	"X50"	16	311591917	Unreliable
	"2011"	"2011"	"Travel and motion"	"X51"	1	311591917	Unreliable
	"2011"	"2011"	"Lack of food"	"X53"	18	311591917	Unreliable
	"2011"	"2011"	"Exposure to other specified factors"	"X58"	37	311591917	0.0
	"2011"	"2011"	"Exposure to unspecified factor causing fracture"	"X59.0"	3249	311591917	1.0
	"2011"	"2011"	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	2622	311591917	0.8
	"2011"	"2011"	"Sequelae of other accidents"	"Y86"	1110	311591917	0.4
"Total"	"2011"	"2011"			17759	311591917	5.7
	"2012"	"2012"	"Struck by thrown, projected or falling object"	"W20"	729	313914040	0.2
	"2012"	"2012"	"Striking against or struck by sports equipment"	"W21"	12	313914040	Unreliable
	"2012"	"2012"	"Striking against or struck by other objects"	"W22"	118	313914040	0.0
	"2012"	"2012"	"Caught, crushed, jammed or pinched in or between objects"	"W23"	106	313914040	0.0
	"2012"	"2012"	"Contact with lifting and transmission devices, not elsewhere classified"	"W24"	97	313914040	0.0
	"2012"	"2012"	"Contact with sharp glass"	"W25"	22	313914040	0.0
	"2012"	"2012"	"Contact with knife, sword or dagger"	"W26"	3	313914040	Unreliable
	"2012"	"2012"	"Contact with nonpowered hand tool"	"W27"	4	313914040	Unreliable
	"2012"	"2012"	"Contact with powered lawnmower"	"W28"	82	313914040	0.0
	"2012"	"2012"	"Contact with other powered hand tools and household machinery"	"W29"	11	313914040	Unreliable
	"2012"	"2012"	"Contact with agricultural machinery"	"W30"	255	313914040	0.1
	"2012"	"2012"	"Contact with other and unspecified machinery"	"W31"	275	313914040	0.1
	"2012"	"2012"	"Explosion and rupture of boiler"	"W35"	2	313914040	Unreliable
	"2012"	"2012"	"Explosion and rupture of gas cylinder"	"W36"	4	313914040	Unreliable
	"2012"	"2012"	"Explosion and rupture of pressurized tyre, pipe or hose"	"W37"	12	313914040	Unreliable
	"2012"	"2012"	"Explosion and rupture of other specified pressurized devices"	"W38"	5	313914040	Unreliable
	"2012"	"2012"	"Discharge of firework"	"W39"	8	313914040	Unreliable
	"2012"	"2012"	"Explosion of other materials"	"W40"	110	313914040	0.0
	"2012"	"2012"	"Exposure to high-pressure jet"	"W41"	2	313914040	Unreliable
	"2012"	"2012"	"Foreign body entering into or through eye or natural orifice"	"W44"	29	313914040	0.0
	"2012"	"2012"	"Foreign body or object entering through skin"	"W45"	3	313914040	Unreliable
	"2012"	"2012"	"Exposure to other and unspecified inanimate mechanical forces"	"W49"	43	313914040	0.0
	"2012"	"2012"	"Hit, struck, kicked, twisted, bitten or scratched by another person"	"W50"	6	313914040	Unreliable
	"2012"	"2012"	"Striking against or bumped into by another person"	"W51"	9	313914040	Unreliable
	"2012"	"2012"	"Bitten or struck by dog"	"W54"	34	313914040	0.0
	"2012"	"2012"	"Bitten or struck by other mammals"	"W55"	80	313914040	0.0
	"2012"	"2012"	"Contact with marine animal"	"W56"	1	313914040	Unreliable
	"2012"	"2012"	"Bitten or stung by nonvenomous insect and other nonvenomous arthropods"	"W57"	5	313914040	Unreliable
	"2012"	"2012"	"Exposure to other and unspecified animate mechanical forces"	"W64"	9	313914040	Unreliable
	"2012"	"2012"	"Accidental suffocation and strangulation in bed"	"W75"	798	313914040	0.3
	"2012"	"2012"	"Other accidental hanging and strangulation"	"W76"	264	313914040	0.1
	"2012"	"2012"	"Threat to breathing due to cave-in, falling earth and other substances"	"W77"	16	313914040	Unreliable
	"2012"	"2012"	"Inhalation of gastric contents"	"W78"	313	313914040	0.1
	"2012"	"2012"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	1138	313914040	0.4
	"2012"	"2012"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	3183	313914040	1.0
	"2012"	"2012"	"Confined to or trapped in a low-oxygen environment"	"W81"	9	313914040	Unreliable
	"2012"	"2012"	"Other specified threats to breathing"	"W83"	86	313914040	0.0
	"2012"	"2012"	"Unspecified threat to breathing"	"W84"	431	313914040	0.1
	"2012"	"2012"	"Exposure to electric transmission lines"	"W85"	61	313914040	0.0
	"2012"	"2012"	"Exposure to other specified electric current"	"W86"	51	313914040	0.0
	"2012"	"2012"	"Exposure to unspecified electric current"	"W87"	167	313914040	0.1
	"2012"	"2012"	"Exposure to excessive heat of man-made origin"	"W92"	3	313914040	Unreliable
	"2012"	"2012"	"Exposure to high and low air pressure and changes in air pressure"	"W94"	5	313914040	Unreliable
	"2012"	"2012"	"Contact with hot drinks, food, fats and cooking oils"	"X10"	2	313914040	Unreliable
	"2012"	"2012"	"Contact with hot tap-water"	"X11"	21	313914040	0.0
	"2012"	"2012"	"Contact with other hot fluids"	"X12"	12	313914040	Unreliable
	"2012"	"2012"	"Contact with steam and hot vapours"	"X13"	3	313914040	Unreliable
	"2012"	"2012"	"Contact with hot air and gases"	"X14"	3	313914040	Unreliable
	"2012"	"2012"	"Contact with hot household appliances"	"X15"	4	313914040	Unreliable
	"2012"	"2012"	"Contact with hot heating appliances, radiators and pipes"	"X16"	7	313914040	Unreliable
	"2012"	"2012"	"Contact with hot engines, machinery and tools"	"X17"	1	313914040	Unreliable
	"2012"	"2012"	"Contact with other and unspecified heat and hot substances"	"X19"	6	313914040	Unreliable
	"2012"	"2012"	"Contact with venomous snakes and lizards"	"X20"	6	313914040	Unreliable
	"2012"	"2012"	"Contact with venomous spiders"	"X21"	7	313914040	Unreliable
	"2012"	"2012"	"Contact with hornets, wasps and bees"	"X23"	59	313914040	0.0
	"2012"	"2012"	"Contact with centipedes and venomous millipedes (tropical)"	"X24"	1	313914040	Unreliable
	"2012"	"2012"	"Contact with other specified venomous arthropods"	"X25"	9	313914040	Unreliable
	"2012"	"2012"	"Contact with unspecified venomous animal or plant"	"X29"	1	313914040	Unreliable
	"2012"	"2012"	"Exposure to excessive natural heat"	"X30"	474	313914040	0.2
	"2012"	"2012"	"Exposure to excessive natural cold"	"X31"	494	313914040	0.2
	"2012"	"2012"	"Victim of lightning"	"X33"	29	313914040	0.0
	"2012"	"2012"	"Victim of avalanche, landslide and other earth movements"	"X36"	36	313914040	0.0
	"2012"	"2012"	"Victim of cataclysmic storm"	"X37"	138	313914040	0.0
	"2012"	"2012"	"Victim of flood"	"X38"	5	313914040	Unreliable
	"2012"	"2012"	"Exposure to other and unspecified forces of nature"	"X39"	31	313914040	0.0
	"2012"	"2012"	"Overexertion and strenuous or repetitive movements"	"X50"	10	313914040	Unreliable
	"2012"	"2012"	"Prolonged stay in weightless environment"	"X52"	1	313914040	Unreliable
	"2012"	"2012"	"Lack of food"	"X53"	23	313914040	0.0
	"2012"	"2012"	"Lack of water"	"X54"	1	313914040	Unreliable
	"2012"	"2012"	"Unspecified privation"	"X57"	4	313914040	Unreliable
	"2012"	"2012"	"Exposure to other specified factors"	"X58"	43	313914040	0.0
	"2012"	"2012"	"Exposure to unspecified factor causing fracture"	"X59.0"	3354	313914040	1.1
	"2012"	"2012"	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	2561	313914040	0.8
	"2012"	"2012"	"Sequelae of other accidents"	"Y86"	1152	313914040	0.4
"Total"	"2012"	"2012"			17099	313914040	5.4
	"2013"	"2013"	"Struck by thrown, projected or falling object"	"W20"	650	316128839	0.2
	"2013"	"2013"	"Striking against or struck by sports equipment"	"W21"	9	316128839	Unreliable
	"2013"	"2013"	"Striking against or struck by other objects"	"W22"	152	316128839	0.0
	"2013"	"2013"	"Caught, crushed, jammed or pinched in or between objects"	"W23"	88	316128839	0.0
	"2013"	"2013"	"Contact with lifting and transmission devices, not elsewhere classified"	"W24"	94	316128839	0.0
	"2013"	"2013"	"Contact with sharp glass"	"W25"	18	316128839	Unreliable
	"2013"	"2013"	"Contact with knife, sword or dagger"	"W26"	1	316128839	Unreliable
	"2013"	"2013"	"Contact with nonpowered hand tool"	"W27"	7	316128839	Unreliable
	"2013"	"2013"	"Contact with powered lawnmower"	"W28"	88	316128839	0.0
	"2013"	"2013"	"Contact with other powered hand tools and household machinery"	"W29"	16	316128839	Unreliable
	"2013"	"2013"	"Contact with agricultural machinery"	"W30"	236	316128839	0.1
	"2013"	"2013"	"Contact with other and unspecified machinery"	"W31"	258	316128839	0.1
	"2013"	"2013"	"Explosion and rupture of gas cylinder"	"W36"	6	316128839	Unreliable
	"2013"	"2013"	"Explosion and rupture of pressurized tyre, pipe or hose"	"W37"	3	316128839	Unreliable
	"2013"	"2013"	"Explosion and rupture of other specified pressurized devices"	"W38"	2	316128839	Unreliable
	"2013"	"2013"	"Discharge of firework"	"W39"	6	316128839	Unreliable
	"2013"	"2013"	"Explosion of other materials"	"W40"	128	316128839	0.0
	"2013"	"2013"	"Exposure to noise"	"W42"	1	316128839	Unreliable
	"2013"	"2013"	"Foreign body entering into or through eye or natural orifice"	"W44"	33	316128839	0.0
	"2013"	"2013"	"Foreign body or object entering through skin"	"W45"	4	316128839	Unreliable
	"2013"	"2013"	"Exposure to other and unspecified inanimate mechanical forces"	"W49"	48	316128839	0.0
	"2013"	"2013"	"Hit, struck, kicked, twisted, bitten or scratched by another person"	"W50"	3	316128839	Unreliable
	"2013"	"2013"	"Striking against or bumped into by another person"	"W51"	9	316128839	Unreliable
	"2013"	"2013"	"Bitten or struck by dog"	"W54"	35	316128839	0.0
	"2013"	"2013"	"Bitten or struck by other mammals"	"W55"	59	316128839	0.0
	"2013"	"2013"	"Contact with marine animal"	"W56"	3	316128839	Unreliable
	"2013"	"2013"	"Bitten or stung by nonvenomous insect and other nonvenomous arthropods"	"W57"	13	316128839	Unreliable
	"2013"	"2013"	"Contact with plant thorns and spines and sharp leaves"	"W60"	2	316128839	Unreliable
	"2013"	"2013"	"Exposure to other and unspecified animate mechanical forces"	"W64"	9	316128839	Unreliable
	"2013"	"2013"	"Accidental suffocation and strangulation in bed"	"W75"	903	316128839	0.3
	"2013"	"2013"	"Other accidental hanging and strangulation"	"W76"	247	316128839	0.1
	"2013"	"2013"	"Threat to breathing due to cave-in, falling earth and other substances"	"W77"	27	316128839	0.0
	"2013"	"2013"	"Inhalation of gastric contents"	"W78"	319	316128839	0.1
	"2013"	"2013"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	1177	316128839	0.4
	"2013"	"2013"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	3368	316128839	1.1
	"2013"	"2013"	"Confined to or trapped in a low-oxygen environment"	"W81"	3	316128839	Unreliable
	"2013"	"2013"	"Other specified threats to breathing"	"W83"	114	316128839	0.0
	"2013"	"2013"	"Unspecified threat to breathing"	"W84"	443	316128839	0.1
	"2013"	"2013"	"Exposure to electric transmission lines"	"W85"	66	316128839	0.0
	"2013"	"2013"	"Exposure to other specified electric current"	"W86"	44	316128839	0.0
	"2013"	"2013"	"Exposure to unspecified electric current"	"W87"	147	316128839	0.0
	"2013"	"2013"	"Exposure to excessive heat of man-made origin"	"W92"	4	316128839	Unreliable
	"2013"	"2013"	"Exposure to excessive cold of man-made origin"	"W93"	1	316128839	Unreliable
	"2013"	"2013"	"Exposure to high and low air pressure and changes in air pressure"	"W94"	11	316128839	Unreliable
	"2013"	"2013"	"Contact with hot drinks, food, fats and cooking oils"	"X10"	4	316128839	Unreliable
	"2013"	"2013"	"Contact with hot tap-water"	"X11"	24	316128839	0.0
	"2013"	"2013"	"Contact with other hot fluids"	"X12"	10	316128839	Unreliable
	"2013"	"2013"	"Contact with steam and hot vapours"	"X13"	1	316128839	Unreliable
	"2013"	"2013"	"Contact with hot household appliances"	"X15"	4	316128839	Unreliable
	"2013"	"2013"	"Contact with hot heating appliances, radiators and pipes"	"X16"	8	316128839	Unreliable
	"2013"	"2013"	"Contact with other and unspecified heat and hot substances"	"X19"	7	316128839	Unreliable
	"2013"	"2013"	"Contact with venomous snakes and lizards"	"X20"	4	316128839	Unreliable
	"2013"	"2013"	"Contact with venomous spiders"	"X21"	7	316128839	Unreliable
	"2013"	"2013"	"Contact with scorpions"	"X22"	1	316128839	Unreliable
	"2013"	"2013"	"Contact with hornets, wasps and bees"	"X23"	62	316128839	0.0
	"2013"	"2013"	"Contact with other specified venomous arthropods"	"X25"	13	316128839	Unreliable
	"2013"	"2013"	"Contact with unspecified venomous animal or plant"	"X29"	4	316128839	Unreliable
	"2013"	"2013"	"Exposure to excessive natural heat"	"X30"	372	316128839	0.1
	"2013"	"2013"	"Exposure to excessive natural cold"	"X31"	725	316128839	0.2
	"2013"	"2013"	"Victim of lightning"	"X33"	23	316128839	0.0
	"2013"	"2013"	"Victim of avalanche, landslide and other earth movements"	"X36"	34	316128839	0.0
	"2013"	"2013"	"Victim of cataclysmic storm"	"X37"	63	316128839	0.0
	"2013"	"2013"	"Victim of flood"	"X38"	42	316128839	0.0
	"2013"	"2013"	"Exposure to other and unspecified forces of nature"	"X39"	26	316128839	0.0
	"2013"	"2013"	"Overexertion and strenuous or repetitive movements"	"X50"	13	316128839	Unreliable
	"2013"	"2013"	"Travel and motion"	"X51"	1	316128839	Unreliable
	"2013"	"2013"	"Lack of food"	"X53"	17	316128839	Unreliable
	"2013"	"2013"	"Unspecified privation"	"X57"	3	316128839	Unreliable
	"2013"	"2013"	"Exposure to other specified factors"	"X58"	47	316128839	0.0
	"2013"	"2013"	"Exposure to unspecified factor causing fracture"	"X59.0"	3063	316128839	1.0
	"2013"	"2013"	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	2344	316128839	0.7
	"2013"	"2013"	"Sequelae of other accidents"	"Y86"	1127	316128839	0.4
"Total"	"2013"	"2013"			16904	316128839	5.3
	"2014"	"2014"	"Struck by thrown, projected or falling object"	"W20"	742	318857056	0.2
	"2014"	"2014"	"Striking against or struck by sports equipment"	"W21"	5	318857056	Unreliable
	"2014"	"2014"	"Striking against or struck by other objects"	"W22"	152	318857056	0.0
	"2014"	"2014"	"Caught, crushed, jammed or pinched in or between objects"	"W23"	91	318857056	0.0
	"2014"	"2014"	"Contact with lifting and transmission devices, not elsewhere classified"	"W24"	110	318857056	0.0
	"2014"	"2014"	"Contact with sharp glass"	"W25"	22	318857056	0.0
	"2014"	"2014"	"Contact with knife, sword or dagger"	"W26"	5	318857056	Unreliable
	"2014"	"2014"	"Contact with nonpowered hand tool"	"W27"	3	318857056	Unreliable
	"2014"	"2014"	"Contact with powered lawnmower"	"W28"	72	318857056	0.0
	"2014"	"2014"	"Contact with other powered hand tools and household machinery"	"W29"	4	318857056	Unreliable
	"2014"	"2014"	"Contact with agricultural machinery"	"W30"	191	318857056	0.1
	"2014"	"2014"	"Contact with other and unspecified machinery"	"W31"	304	318857056	0.1
	"2014"	"2014"	"Explosion and rupture of boiler"	"W35"	3	318857056	Unreliable
	"2014"	"2014"	"Explosion and rupture of gas cylinder"	"W36"	7	318857056	Unreliable
	"2014"	"2014"	"Explosion and rupture of pressurized tyre, pipe or hose"	"W37"	9	318857056	Unreliable
	"2014"	"2014"	"Explosion and rupture of other specified pressurized devices"	"W38"	2	318857056	Unreliable
	"2014"	"2014"	"Discharge of firework"	"W39"	6	318857056	Unreliable
	"2014"	"2014"	"Explosion of other materials"	"W40"	116	318857056	0.0
	"2014"	"2014"	"Exposure to high-pressure jet"	"W41"	1	318857056	Unreliable
	"2014"	"2014"	"Foreign body entering into or through eye or natural orifice"	"W44"	26	318857056	0.0
	"2014"	"2014"	"Foreign body or object entering through skin"	"W45"	3	318857056	Unreliable
	"2014"	"2014"	"Exposure to other and unspecified inanimate mechanical forces"	"W49"	61	318857056	0.0
	"2014"	"2014"	"Hit, struck, kicked, twisted, bitten or scratched by another person"	"W50"	2	318857056	Unreliable
	"2014"	"2014"	"Striking against or bumped into by another person"	"W51"	7	318857056	Unreliable
	"2014"	"2014"	"Bitten or struck by dog"	"W54"	36	318857056	0.0
	"2014"	"2014"	"Bitten or struck by other mammals"	"W55"	83	318857056	0.0
	"2014"	"2014"	"Bitten or stung by nonvenomous insect and other nonvenomous arthropods"	"W57"	6	318857056	Unreliable
	"2014"	"2014"	"Exposure to other and unspecified animate mechanical forces"	"W64"	9	318857056	Unreliable
	"2014"	"2014"	"Accidental suffocation and strangulation in bed"	"W75"	913	318857056	0.3
	"2014"	"2014"	"Other accidental hanging and strangulation"	"W76"	235	318857056	0.1
	"2014"	"2014"	"Threat to breathing due to cave-in, falling earth and other substances"	"W77"	13	318857056	Unreliable
	"2014"	"2014"	"Inhalation of gastric contents"	"W78"	295	318857056	0.1
	"2014"	"2014"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	1169	318857056	0.4
	"2014"	"2014"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	3352	318857056	1.1
	"2014"	"2014"	"Confined to or trapped in a low-oxygen environment"	"W81"	9	318857056	Unreliable
	"2014"	"2014"	"Other specified threats to breathing"	"W83"	88	318857056	0.0
	"2014"	"2014"	"Unspecified threat to breathing"	"W84"	506	318857056	0.2
	"2014"	"2014"	"Exposure to electric transmission lines"	"W85"	58	318857056	0.0
	"2014"	"2014"	"Exposure to other specified electric current"	"W86"	48	318857056	0.0
	"2014"	"2014"	"Exposure to unspecified electric current"	"W87"	151	318857056	0.0
	"2014"	"2014"	"Exposure to excessive heat of man-made origin"	"W92"	4	318857056	Unreliable
	"2014"	"2014"	"Exposure to excessive cold of man-made origin"	"W93"	4	318857056	Unreliable
	"2014"	"2014"	"Exposure to high and low air pressure and changes in air pressure"	"W94"	1	318857056	Unreliable
	"2014"	"2014"	"Contact with hot drinks, food, fats and cooking oils"	"X10"	1	318857056	Unreliable
	"2014"	"2014"	"Contact with hot tap-water"	"X11"	26	318857056	0.0
	"2014"	"2014"	"Contact with other hot fluids"	"X12"	13	318857056	Unreliable
	"2014"	"2014"	"Contact with steam and hot vapours"	"X13"	2	318857056	Unreliable
	"2014"	"2014"	"Contact with hot air and gases"	"X14"	1	318857056	Unreliable
	"2014"	"2014"	"Contact with hot household appliances"	"X15"	5	318857056	Unreliable
	"2014"	"2014"	"Contact with hot heating appliances, radiators and pipes"	"X16"	14	318857056	Unreliable
	"2014"	"2014"	"Contact with hot engines, machinery and tools"	"X17"	2	318857056	Unreliable
	"2014"	"2014"	"Contact with other hot metals"	"X18"	2	318857056	Unreliable
	"2014"	"2014"	"Contact with other and unspecified heat and hot substances"	"X19"	5	318857056	Unreliable
	"2014"	"2014"	"Contact with venomous snakes and lizards"	"X20"	5	318857056	Unreliable
	"2014"	"2014"	"Contact with venomous spiders"	"X21"	7	318857056	Unreliable
	"2014"	"2014"	"Contact with hornets, wasps and bees"	"X23"	64	318857056	0.0
	"2014"	"2014"	"Contact with other specified venomous arthropods"	"X25"	11	318857056	Unreliable
	"2014"	"2014"	"Contact with unspecified venomous animal or plant"	"X29"	4	318857056	Unreliable
	"2014"	"2014"	"Exposure to excessive natural heat"	"X30"	244	318857056	0.1
	"2014"	"2014"	"Exposure to excessive natural cold"	"X31"	930	318857056	0.3
	"2014"	"2014"	"Exposure to sunlight"	"X32"	1	318857056	Unreliable
	"2014"	"2014"	"Victim of lightning"	"X33"	25	318857056	0.0
	"2014"	"2014"	"Victim of unspecified effect of earthquake"	"X34.9"	1	318857056	Unreliable
	"2014"	"2014"	"Victim of avalanche, landslide and other earth movements"	"X36"	85	318857056	0.0
	"2014"	"2014"	"Victim of cataclysmic storm"	"X37"	61	318857056	0.0
	"2014"	"2014"	"Victim of flood"	"X38"	8	318857056	Unreliable
	"2014"	"2014"	"Exposure to other and unspecified forces of nature"	"X39"	22	318857056	0.0
	"2014"	"2014"	"Overexertion and strenuous or repetitive movements"	"X50"	9	318857056	Unreliable
	"2014"	"2014"	"Lack of food"	"X53"	12	318857056	Unreliable
	"2014"	"2014"	"Lack of water"	"X54"	1	318857056	Unreliable
	"2014"	"2014"	"Unspecified privation"	"X57"	1	318857056	Unreliable
	"2014"	"2014"	"Exposure to other specified factors"	"X58"	47	318857056	0.0
	"2014"	"2014"	"Exposure to unspecified factor causing fracture"	"X59.0"	2989	318857056	0.9
	"2014"	"2014"	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	2859	318857056	0.9
	"2014"	"2014"	"Sequelae of other accidents"	"Y86"	1049	318857056	0.3
"Total"	"2014"	"2014"			17430	318857056	5.5
	"2015"	"2015"	"Struck by thrown, projected or falling object"	"W20"	629	321418820	0.2
	"2015"	"2015"	"Striking against or struck by sports equipment"	"W21"	7	321418820	Unreliable
	"2015"	"2015"	"Striking against or struck by other objects"	"W22"	120	321418820	0.0
	"2015"	"2015"	"Caught, crushed, jammed or pinched in or between objects"	"W23"	58	321418820	0.0
	"2015"	"2015"	"Contact with lifting and transmission devices, not elsewhere classified"	"W24"	88	321418820	0.0
	"2015"	"2015"	"Contact with sharp glass"	"W25"	21	321418820	0.0
	"2015"	"2015"	"Contact with knife, sword or dagger"	"W26"	1	321418820	Unreliable
	"2015"	"2015"	"Contact with nonpowered hand tool"	"W27"	4	321418820	Unreliable
	"2015"	"2015"	"Contact with powered lawnmower"	"W28"	91	321418820	0.0
	"2015"	"2015"	"Contact with other powered hand tools and household machinery"	"W29"	3	321418820	Unreliable
	"2015"	"2015"	"Contact with agricultural machinery"	"W30"	199	321418820	0.1
	"2015"	"2015"	"Contact with other and unspecified machinery"	"W31"	263	321418820	0.1
	"2015"	"2015"	"Explosion and rupture of gas cylinder"	"W36"	6	321418820	Unreliable
	"2015"	"2015"	"Explosion and rupture of pressurized tyre, pipe or hose"	"W37"	8	321418820	Unreliable
	"2015"	"2015"	"Explosion and rupture of other specified pressurized devices"	"W38"	4	321418820	Unreliable
	"2015"	"2015"	"Discharge of firework"	"W39"	8	321418820	Unreliable
	"2015"	"2015"	"Explosion of other materials"	"W40"	86	321418820	0.0
	"2015"	"2015"	"Foreign body entering into or through eye or natural orifice"	"W44"	30	321418820	0.0
	"2015"	"2015"	"Foreign body or object entering through skin"	"W45"	6	321418820	Unreliable
	"2015"	"2015"	"Exposure to other and unspecified inanimate mechanical forces"	"W49"	50	321418820	0.0
	"2015"	"2015"	"Hit, struck, kicked, twisted, bitten or scratched by another person"	"W50"	7	321418820	Unreliable
	"2015"	"2015"	"Striking against or bumped into by another person"	"W51"	4	321418820	Unreliable
	"2015"	"2015"	"Bitten or struck by dog"	"W54"	36	321418820	0.0
	"2015"	"2015"	"Bitten or struck by other mammals"	"W55"	68	321418820	0.0
	"2015"	"2015"	"Contact with marine animal"	"W56"	4	321418820	Unreliable
	"2015"	"2015"	"Bitten or stung by nonvenomous insect and other nonvenomous arthropods"	"W57"	3	321418820	Unreliable
	"2015"	"2015"	"Bitten or struck by crocodile or alligator"	"W58"	1	321418820	Unreliable
	"2015"	"2015"	"Exposure to other and unspecified animate mechanical forces"	"W64"	5	321418820	Unreliable
	"2015"	"2015"	"Accidental suffocation and strangulation in bed"	"W75"	979	321418820	0.3
	"2015"	"2015"	"Other accidental hanging and strangulation"	"W76"	221	321418820	0.1
	"2015"	"2015"	"Threat to breathing due to cave-in, falling earth and other substances"	"W77"	28	321418820	0.0
	"2015"	"2015"	"Inhalation of gastric contents"	"W78"	275	321418820	0.1
	"2015"	"2015"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	1269	321418820	0.4
	"2015"	"2015"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	3507	321418820	1.1
	"2015"	"2015"	"Confined to or trapped in a low-oxygen environment"	"W81"	4	321418820	Unreliable
	"2015"	"2015"	"Other specified threats to breathing"	"W83"	40	321418820	0.0
	"2015"	"2015"	"Unspecified threat to breathing"	"W84"	591	321418820	0.2
	"2015"	"2015"	"Exposure to electric transmission lines"	"W85"	53	321418820	0.0
	"2015"	"2015"	"Exposure to other specified electric current"	"W86"	51	321418820	0.0
	"2015"	"2015"	"Exposure to unspecified electric current"	"W87"	120	321418820	0.0
	"2015"	"2015"	"Exposure to high and low air pressure and changes in air pressure"	"W94"	6	321418820	Unreliable
	"2015"	"2015"	"Contact with hot drinks, food, fats and cooking oils"	"X10"	9	321418820	Unreliable
	"2015"	"2015"	"Contact with hot tap-water"	"X11"	22	321418820	0.0
	"2015"	"2015"	"Contact with other hot fluids"	"X12"	12	321418820	Unreliable
	"2015"	"2015"	"Contact with steam and hot vapours"	"X13"	1	321418820	Unreliable
	"2015"	"2015"	"Contact with hot household appliances"	"X15"	2	321418820	Unreliable
	"2015"	"2015"	"Contact with hot heating appliances, radiators and pipes"	"X16"	13	321418820	Unreliable
	"2015"	"2015"	"Contact with hot engines, machinery and tools"	"X17"	1	321418820	Unreliable
	"2015"	"2015"	"Contact with other hot metals"	"X18"	1	321418820	Unreliable
	"2015"	"2015"	"Contact with other and unspecified heat and hot substances"	"X19"	4	321418820	Unreliable
	"2015"	"2015"	"Contact with venomous snakes and lizards"	"X20"	6	321418820	Unreliable
	"2015"	"2015"	"Contact with venomous spiders"	"X21"	7	321418820	Unreliable
	"2015"	"2015"	"Contact with hornets, wasps and bees"	"X23"	66	321418820	0.0
	"2015"	"2015"	"Contact with other specified venomous arthropods"	"X25"	11	321418820	Unreliable
	"2015"	"2015"	"Contact with unspecified venomous animal or plant"	"X29"	6	321418820	Unreliable
	"2015"	"2015"	"Exposure to excessive natural heat"	"X30"	339	321418820	0.1
	"2015"	"2015"	"Exposure to excessive natural cold"	"X31"	815	321418820	0.3
	"2015"	"2015"	"Exposure to sunlight"	"X32"	1	321418820	Unreliable
	"2015"	"2015"	"Victim of lightning"	"X33"	26	321418820	0.0
	"2015"	"2015"	"Victim of avalanche, landslide and other earth movements"	"X36"	15	321418820	Unreliable
	"2015"	"2015"	"Victim of cataclysmic storm"	"X37"	54	321418820	0.0
	"2015"	"2015"	"Victim of flood"	"X38"	74	321418820	0.0
	"2015"	"2015"	"Exposure to other and unspecified forces of nature"	"X39"	13	321418820	Unreliable
	"2015"	"2015"	"Overexertion and strenuous or repetitive movements"	"X50"	9	321418820	Unreliable
	"2015"	"2015"	"Lack of food"	"X53"	18	321418820	Unreliable
	"2015"	"2015"	"Lack of water"	"X54"	4	321418820	Unreliable
	"2015"	"2015"	"Unspecified privation"	"X57"	1	321418820	Unreliable
	"2015"	"2015"	"Exposure to other specified factors"	"X58"	32	321418820	0.0
	"2015"	"2015"	"Exposure to unspecified factor causing fracture"	"X59.0"	3179	321418820	1.0
	"2015"	"2015"	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	3751	321418820	1.2
	"2015"	"2015"	"Sequelae of other accidents"	"Y86"	1077	321418820	0.3
"Total"	"2015"	"2015"			18523	321418820	5.8
